ident;type;name;continent;iso_country;iso_region;municipality
LFSQ;closed;Aéroparc de Belfort-Fontaine;EU;FR;FR-BFC;Belfort
LFSR;closed;Reims-Champagne (BA 112) Air Base;EU;FR;FR-GES;Reims/Champagne
LFSS;small_airport;Saint Sulpice des Landes;EU;FR;FR-PDL;
LFST;medium_airport;Strasbourg Airport;EU;FR;FR-GES;Strasbourg
LFSU;small_airport;Langres Rolampont Airfield;EU;FR;FR-GES;Langres
LFSV;small_airport;Pont St Vincent Airfield;EU;FR;FR-GES;Pont Saint-Vincent
LFSW;small_airport;Épernay Plivot Airfield;EU;FR;FR-GES;Épernay
LFSX;medium_airport;Luxeuil-Saint-Sauveur (BA 116) Air Base;EU;FR;FR-BFC;Luxeuil/Saint-Sauveur
LFSY;small_airport;Cessey Baigneux les Juifs Airfield;EU;FR;FR-GES;
LFSZ;closed;Champ de Courses Airfield;EU;FR;FR-GES;Vittel
LFTF;small_airport;Aérodrome de Cuers-Pierrefeu;EU;FR;FR-PAC;Cuers/Pierrefeu
LFTH;medium_airport;Toulon-Hyères Airport;EU;FR;FR-PAC;Toulon/Hyères/Le Palyvestre
LFTM;small_airport;Serres - La Bâtie-Montsaléon Airfield;EU;FR;FR-PAC;Hyeres
LFTN;small_airport;La Grand'combe Airfield;EU;FR;FR-OCC;Hyeres
LFTP;small_airport;Puimoisson Airfield;EU;FR;FR-PAC;Hyeres
LFTQ;small_airport;Châteaubriant Pouancé Airfield;EU;FR;FR-PDL;
LFTR;heliport;Toulon Navy Air Base;EU;FR;FR-PAC;Hyères
LFTU;closed;Fréjus Airport;EU;FR;FR-PAC;Fréjus
LFTW;medium_airport;Nîmes-Arles-Camargue Airport;EU;FR;FR-OCC;Nîmes/Garons
LFTZ;small_airport;La Môle Airport;EU;FR;FR-PAC;La Môle
LFVM;medium_airport;Miquelon Airport;NA;PM;PM-ML;Miquelon
LFVP;medium_airport;St Pierre Airport;NA;PM;PM-SP;Saint-Pierre
LFXA;medium_airport;Ambérieu Air Base (BA 278);EU;FR;FR-ARA;Ambérieu
LFXB;small_airport;Saintes Thénac Airfield;EU;FR;FR-NAQ;St Pierre I
LFXC;closed;Vittel (Auzainvilliers) Airfield;EU;FR;FR-GES;
LFXG;closed;Bitche Army Air Base;EU;FR;FR-GES;St Pierre I
LFXH;closed;Le Valdahon Air Base;EU;FR;FR-BFC;
LFXI;closed;Apt St Christol Air Base;EU;FR;FR-PAC;Saint-Christol
LFXM;closed;Mourmelon Air Base;EU;FR;FR-GES;
LFXQ;small_airport;Coëtquidan Air Base;EU;FR;FR-BRE;Guer
LFXR;closed;Rochefort Soubise Airfield;EU;FR;FR-NAQ;
LFXU;small_airport;Les Mureaux Airfield;EU;FR;FR-IDF;St Pierre I
LFYD;closed;Damblain Air Base;EU;FR;FR-GES;Damblain
LFYG;small_airport;Cambrai Niergnies Airfield;EU;FR;FR-HDF;
LFYH;closed;Broyes-lès-Pesmes Air Base;EU;FR;FR-BFC;Broye-Aubigney-Montseugny
LFYK;small_airport;Marville Montmédy Airfield;EU;FR;FR-GES;
LFYL;closed;Lure Malbouhans Air Base;EU;FR;FR-BFC;
LFYM;closed;Marigny Le Grand Air Base;EU;FR;FR-GES;
LFYR;small_airport;Romorantin Pruniers Airfield;EU;FR;FR-CVL;
LFYS;small_airport;Ste Léocadie Airfield;EU;FR;FR-OCC;
LFYT;closed;Saint-Simon - Clastres Air Base;EU;FR;FR-HDF;
LFYV;small_airport;Yvetot-Baons Le Comte Airfield;EU;FR;FR-NOR;Yvetot
LG53;closed;Lamia Air Base;EU;GR;GR-06;Lamia
LG54;small_airport;Tympaki Airport;EU;GR;GR-91;Crete Island
LG55;small_airport;Triodhon Airport;EU;GR;GR-17;Triodhon
LG56;small_airport;Olimboi Airport;EU;GR;GR-85;Chios Island
LGAD;medium_airport;Andravida Air Base;EU;GR;GR-14;Andravida
LGAG;closed;Agrinion Air Base;EU;GR;GR-01;Agrinion
LGAL;medium_airport;Alexandroupoli Democritus Airport;EU;GR;GR-71;Alexandroupolis
LGAM;heliport;Amphiali Heliport;EU;GR;GR-A1;Salamis Island
LGAT;closed;Athen Helenikon Airport;EU;GR;GR-A1;Athens
LGAV;large_airport;Eleftherios Venizelos International Airport;EU;GR;GR-A1;Athens
LGAX;small_airport;Alexandria Airport;EU;GR;GR-53;Alexandria
LGBL;medium_airport;Nea Anchialos National Airport;EU;GR;GR-43;Nea Anchialos
LGE;small_airport;Mulan Airport;OC;AU;AU-WA;Lake Gregory
LGEL;medium_airport;Elefsis Airport;EU;GR;GR-A1;Elefsina
LGEP;small_airport;Epitalion Airport;EU;GR;GR-14;Pyrgos
LGHI;medium_airport;Chios Island National Airport;EU;GR;GR-85;Chios Island
LGHL;closed;Porto Cheli Airport;EU;GR;GR-11;Porto Cheli
LGIK;small_airport;Ikaria Airport;EU;GR;GR-84;Ikaria Island
LGIO;medium_airport;Ioannina Airport;EU;GR;GR-33;Ioannina
LGIR;large_airport;Heraklion International Nikos Kazantzakis Airport;EU;GR;GR-91;Heraklion
LGKA;small_airport;Kastoria National Airport;EU;GR;GR-56;Kastoria
LGKC;small_airport;Kithira Airport;EU;GR;GR-A1;Kithira Island
LGKF;medium_airport;Kefallinia Airport;EU;GR;GR-23;Kefallinia Island
LGKJ;small_airport;Kastelorizo Airport;EU;GR;GR-81;Kastelorizo Island
LGKL;medium_airport;Kalamata Airport;EU;GR;GR-17;Kalamata
LGKM;small_airport;Amigdhaleon Airport;EU;GR;GR-55;Filipos
LGKN;heliport;Marathon Kotroni Navy Helicopter Base;EU;GR;GR-A1;Marathon
LGKO;medium_airport;Kos Airport;EU;GR;GR-81;Kos Island
LGKP;medium_airport;Karpathos Airport;EU;GR;GR-81;Karpathos Island
LGKR;medium_airport;Ioannis Kapodistrias International Airport;EU;GR;GR-22;Kerkyra Island
LGKS;small_airport;Kasos Airport;EU;GR;GR-81;Kasos Island
LGKV;medium_airport;Kavala Alexander the Great International Airport;EU;GR;GR-55;Kavala
LGKY;small_airport;Kalymnos Airport;EU;GR;GR-81;Kalymnos Island
LGKZ;medium_airport;Filippos Airport;EU;GR;GR-58;Kozani
LGLE;small_airport;Leros Airport;EU;GR;GR-81;Leros Island
LGLM;small_airport;Limnos Airport;EU;GR;GR-83;Limnos Island
LGLR;small_airport;Larisa Air Base;EU;GR;GR-42;Larisa
LGLX;heliport;Piraeus Heliport;EU;GR;GR-A1;El Pireo Port
LGM;closed;Laiagam Airport;OC;PG;PG-EPW;Laiagam
LGMG;small_airport;Megara Airport;EU;GR;GR-A1;Megara
LGMK;medium_airport;Mikonos Airport;EU;GR;GR-82;Mykonos Island
LGML;small_airport;Milos Airport;EU;GR;GR-82;Milos Island
LGMR;closed;Marathon Wasser Airport;EU;GR;GR-A1;Marathon
LGMT;medium_airport;Mytilene International Airport;EU;GR;GR-83;Mytilene
LGN;small_airport;Linga Linga Airport;OC;PG;PG-WBK;Linga Linga
LGNX;small_airport;Naxos Apollon Airport;EU;GR;GR-82;Naxos
LGP;closed;Bicol International Airport;AS;PH;PH-ALB;Legazpi / Daraga
LGPA;small_airport;Paros National Airport;EU;GR;GR-82;Paros
LGPL;small_airport;Astypalaia Airport;EU;GR;GR-81;Astypalaia Island
LGPZ;medium_airport;Aktion National Airport;EU;GR;GR-34;Preveza/Lefkada
LGRD;small_airport;Maritsa Airport;EU;GR;GR-81;Rodes Island
LGRP;medium_airport;Diagoras Airport;EU;GR;GR-81;Rodes Island
LGRS;small_airport;Logan Reserve Airport;OC;AU;AU-QLD;
LGRX;medium_airport;Patras Araxos Agamemnon Airport;EU;GR;GR-13;Patras
LGSA;medium_airport;Chania International Airport;EU;GR;GR-94;Souda
LGSD;small_airport;Sedes Air Base;EU;GR;GR-54;Sedes
LGSK;medium_airport;Skiathos Island National Airport;EU;GR;GR-43;Skiathos
LGSM;medium_airport;Samos Airport;EU;GR;GR-84;Samos Island
LGSO;small_airport;Syros Airport;EU;GR;GR-82;Syros Island
LGSP;small_airport;Sparti Airport;EU;GR;GR-16;Sparti
LGSR;medium_airport;Santorini Airport;EU;GR;GR-82;Santorini Island
LGST;medium_airport;Sitia Airport;EU;GR;GR-92;Crete Island
LGSV;closed;Stefanovikion Air Base;EU;GR;GR-43;Stefanovikion
LGSY;small_airport;Skiros Airport;EU;GR;GR-04;Skiros Island
LGTG;medium_airport;Tanagra Air Base;EU;GR;GR-03;Tanagra
LGTL;small_airport;Kasteli Airport;EU;GR;GR-91;Crete Island
LGTP;small_airport;Tripolis Airport;EU;GR;GR-12;Trípoli
LGTS;large_airport;Thessaloniki Macedonia International Airport;EU;GR;GR-54;Thessaloniki
LGTT;small_airport;Tatoi Airport;EU;GR;GR-A1;Tatoi
LGVO;closed;Volos Army Airport;EU;GR;GR-43;Volos
LGZA;medium_airport;Zakynthos International Airport Dionysios Solomos;EU;GR;GR-21;Zakynthos Island
LH0;small_airport;Hertelendy Kastely Field;EU;HU;HU-SO;Kutas
LH58;closed;Csákvár Airport;EU;HU;HU-FE;Csákvár
LHBA;closed;Balassagyarmat Airfield;EU;HU;HU-NO;Balassagyarmat
LHBB;heliport;Légimentő bázis;EU;HU;HU-BU;Budapest
LHBC;small_airport;Békéscsaba Airfield;EU;HU;HU-BE;Békéscsaba
LHBF;small_airport;Bükfördö;EU;HU;HU-VA;Bö
LHBO;small_airport;Bácsbokod repülőtér;EU;HU;HU-BK;Bácsbokod
LHBP;large_airport;Budapest Liszt Ferenc International Airport;EU;HU;HU-PE;Budapest
LHBS;small_airport;Budaörs Airfield;EU;HU;HU-BU;Budaörs
LHCL;small_airport;Cegléd;EU;HU;HU-PE;
LHDC;medium_airport;Debrecen International Airport;EU;HU;HU-HB;Debrecen
LHDK;small_airport;Dunakeszi Airport;EU;HU;HU-PE;Dunakeszi
LHDV;small_airport;Dunaújváros Airfield;EU;HU;HU-FE;Dunaújváros
LHEC;closed;Érsekcsanád Airport;EU;HU;HU-BK;Érsekcsanád
LHEM;small_airport;Esztergom Airfield;EU;HU;HU-KE;Esztergom
LHER;small_airport;Eger Apollo Airfield;EU;HU;HU-HE;Eger
LHFC;small_airport;Bodmér;EU;HU;HU-FE;
LHFH;small_airport;Farkashegy Airport;EU;HU;HU-PE;Farkashegy
LHFM;small_airport;Fertőszentmiklós Airport;EU;HU;HU-GS;Fertőszentmiklós
LHFP;small_airport;Piusz-Puszta;EU;HU;HU-GS;FERTŐRÁKOS
LHGD;small_airport;Gödöllő Airport;EU;HU;HU-PE;Gödöllő
LHGM;small_airport;Gyomai Airport;EU;HU;HU-BE;Gyomai
LHGR;small_airport;Gyúró Airport;EU;HU;HU-FE;Gyúró
LHGU;heliport;Győrújbarát Heliport;EU;HU;HU-GS;Győrújbarát
LHGY;small_airport;Gyöngyös Pipishegy Airport;EU;HU;HU-HE;Gyöngyös Pipishegy
LHHH;closed;Hármashatárhegy Glider Field;EU;HU;HU-BU;Budapest
LHHO;small_airport;Hajdúszoboszló Airport;EU;HU;HU-HB;Hajdúszoboszló
LHJK;small_airport;Jakabszállás Airport;EU;HU;HU-BK;Jakabszállás
LHKC;heliport;Kecel Heliport;EU;HU;HU-BK;Kecel
LHKD;small_airport;Kecskéd Airport;EU;HU;HU-KE;Kecskéd
LHKE;medium_airport;Kecskemét Airport;EU;HU;HU-BK;Kecskemét
LHKH;small_airport;Kiskunfélegyháza Airfield;EU;HU;HU-BK;Kiskunfélegyháza
LHKI;small_airport;Kiskőrös-Akasztó;EU;HU;HU-BK;Kiskőrös
lhkk;small_airport;Kiskunlacháza-airport;EU;HU;HU-PE;Budapest
LHKT;small_airport;Kadarkút;EU;HU;HU-SO;
LHKV;small_airport;Kaposvar Kaposújlak Airport;EU;HU;HU-SO;Kaposújlak
LHLI;small_airport;Lipót;EU;HU;HU-GS;
LHMC;small_airport;Miskolc Airport;EU;HU;HU-BZ;Miskolc
LHMR;small_airport;Maklár Airfield;EU;HU;HU-HE;Eger
LHNK;small_airport;Nagykanizsa Airport;EU;HU;HU-ZA;Nagykanizsa
LHNS;small_airport;Nagyszénás;EU;HU;HU-BE;Nagyszénás
LHNY;small_airport;Nyíregyháza Airport;EU;HU;HU-SZ;Nyíregyháza
LHOY;small_airport;Őcsény Airport;EU;HU;HU-TO;Őcsény
LHP;closed;Lehu Airport;OC;PG;PG-NSB;Lehu
LHPA;small_airport;Pápa Air Base;EU;HU;HU-VE;Pápa
LHPP;medium_airport;Pécs-Pogány Airport;EU;HU;HU-BA;Pécs-Pogány
LHPR;medium_airport;Győr-Pér International Airport;EU;HU;HU-GS;Győr
LHS;large_airport;Lake Havasu City International Airport;NA;US;US-AZ;Lake Havasu City
LHSA;small_airport;Szentkirályszabadja Airport;EU;HU;HU-VE;Szentkirályszabadja
LHSB;small_airport;Szabadszállás;EU;HU;HU-BK;
LHSI;small_airport;Sitke;EU;HU;HU-VA;
LHSK;small_airport;Siófok-Kiliti Airfield;EU;HU;HU-SO;Siófok-Kiliti
LHSM;medium_airport;Hévíz–Balaton Airport;EU;HU;HU-ZA;Sármellék
LHSN;medium_airport;Szolnok Air Base;EU;HU;HU-JN;Szolnok
LHSS;small_airport;Szolnok-Szandaszőlős Sport Airport;EU;HU;HU-JN;Szolnok-Szandaszőlős
LHSU;small_airport;Surjány;EU;HU;HU-JN;
LHSY;small_airport;Szombathely Airfield;EU;HU;HU-VA;Szombathely
LHSZ;small_airport;Szentes Aerodrome;EU;HU;HU-CS;Szentes
LHTA;medium_airport;Taszár Air Base;EU;HU;HU-SO;Taszár
LHTE;closed;Terpes;EU;HU;HU-HE;
LHTL;medium_airport;Tököl Airport;EU;HU;HU-PE;Tököl
LHTM;small_airport;Tápiószentmárton;EU;HU;HU-PE;Tápiószentmárton
LHUD;small_airport;Szeged Airfield;EU;HU;HU-CS;Szeged
LHUH;small_airport;Úrhida;EU;HU;HU-FE;Sárszentmihály
LHVE;small_airport;Veresegyház;EU;HU;HU-PE;Veresegyház
LHZA;small_airport;Zalaegerszeg-Andráshida Airfield;EU;HU;HU-ZA;Zalaegerszeg
LHZK;small_airport;Zalakaros Airport;EU;HU;HU-ZA;Zalakaros
LI-0001;heliport;Liechtenstein Hospital Helipad;EU;LI;LI-11;Vaduz
LIAA;small_airport;Aviosuperficie Alvaro Leonardi;EU;IT;IT-55;Terni
LIAF;small_airport;Foligno Airport;EU;IT;IT-55;Foligno (PG)
LIAL;small_airport;Aviosuperficie Sant'Illuminato;EU;IT;IT-55;Città di Castello (PG)
LIAP;small_airport;L'Aquila–Preturo Airport;EU;IT;IT-65;L'Aquila
LIAQ;small_airport;Aquino Airport;EU;IT;IT-62;Aquino
LIAR;small_airport;Furbara Air Base;EU;IT;IT-62;Fubara
LIAT;small_airport;Aviosuperficie Valdera/Capannoli;EU;IT;IT-52;Capannoli
LIAU;small_airport;Capua Airport;EU;IT;IT-72;Capua
LIBA;medium_airport;Amendola Air Base;EU;IT;IT-75;Foggia
LIBC;medium_airport;Crotone Airport;EU;IT;IT-78;Crotone
LIBD;large_airport;Bari Karol Wojtyła Airport;EU;IT;IT-75;Bari
LIBF;medium_airport;Foggia Gino Lisa Airport;EU;IT;IT-75;Foggia
LIBG;medium_airport;Taranto-Grottaglie Marcello Arlotta Airport;EU;IT;IT-75;Grottaglie
LIBH;heliport;Marina di Ginosa Heliport;EU;IT;IT-75;Marina di Ginosa
LIBJ;heliport;Vibo Valentia Heliport;EU;IT;IT-78;Vibo Valentia
LIBN;medium_airport;Lecce Galatina Air Base;EU;IT;IT-75;
LIBP;medium_airport;Abruzzo Airport;EU;IT;IT-65;Pescara
LIBR;medium_airport;Brindisi Airport;EU;IT;IT-75;Brindisi
LIBV;medium_airport;Gioia Del Colle Air Base;EU;IT;IT-75;Gioia Del Colle (BA)
LIBX;closed;Martina Franca Air Force Base;EU;IT;IT-75;Martina Franca
LICA;medium_airport;Lamezia Terme Airport;EU;IT;IT-78;Lamezia Terme (CZ)
LICB;medium_airport;Comiso Airport;EU;IT;IT-82;Comiso
LICC;large_airport;Catania-Fontanarossa Airport;EU;IT;IT-82;Catania
LICD;medium_airport;Lampedusa Airport;EU;IT;IT-82;Lampedusa
LICG;medium_airport;Pantelleria Airport;EU;IT;IT-82;Pantelleria (TP)
LICJ;large_airport;Falcone–Borsellino Airport;EU;IT;IT-82;Palermo
LICL;small_airport;Aviosuperficie Airone;EU;IT;IT-82;Gela
LICP;medium_airport;Palermo-Boccadifalco Airport;EU;IT;IT-82;Palermo
LICR;medium_airport;Reggio Calabria Airport;EU;IT;IT-78;Reggio Calabria
LICT;medium_airport;Vincenzo Florio Airport Trapani-Birgi;EU;IT;IT-82;Trapani (TP)
LICZ;medium_airport;Sigonella Navy Air Base;EU;IT;IT-82;Sigonella (CT)
LIDA;small_airport;Asiago Airport;EU;IT;IT-34;Vicenza
LIDB;small_airport;Belluno Airport;EU;IT;IT-34;Belluno (BL)
LIDC;small_airport;Cà Negra Airport;EU;IT;IT-34;Cà Negra
LIDE;small_airport;Reggio Emilia Airport;EU;IT;IT-45;Reggio Emilia
LIDF;small_airport;Fano Airport;EU;IT;IT-57;Fano (PS)
LIDG;small_airport;Lugo Di Romagna Airport;EU;IT;IT-45;Lugo
LIDH;small_airport;Thiene Airport;EU;IT;IT-34;Vicenza
LIDI;closed;Cortina Airport;EU;IT;IT-34;Cortina D'Ampezzo
LIDK;heliport;Casarsa della Delizia Air Base;EU;IT;IT-36;Casarsa della Delizia (UD)
LIDL;small_airport;Legnago Airport;EU;IT;IT-34;Legnago
LIDM;closed;Mantova Airport;EU;IT;IT-25;Mantova
LIDP;small_airport;Pavullo Airport;EU;IT;IT-45;Pavullo (MO)
LIDR;small_airport;Ravenna Airport;EU;IT;IT-45;Ravenna
LIDS;closed;San Leo;EU;IT;IT-57;
LIDT;medium_airport;Trento-Mattarello Airport;EU;IT;IT-32;Trento (TN)
LIDU;small_airport;Carpi-Budrione Airfield;EU;IT;IT-45;Carpi (MO)
LIDV;small_airport;Prati Vecchi D'Aguscello Airport;EU;IT;IT-45;Ferrara (FE)
LIDW;small_airport;Aviosuperficie G. Carrer;EU;IT;IT-34;Salgareda (TV)
LIEA;medium_airport;Alghero-Fertilia Airport;EU;IT;IT-88;Alghero
LIED;medium_airport;Decimomannu Air Base;EU;IT;IT-88;Decimomannu
LIEE;large_airport;Cagliari Elmas Airport;EU;IT;IT-88;Cagliari
LIEO;medium_airport;Olbia Costa Smeralda Airport;EU;IT;IT-88;Olbia (SS)
LIER;small_airport;Oristano-Fenosu Airport;EU;IT;IT-88;Oristano
LIET;medium_airport;Tortolì Airport;EU;IT;IT-88;Arbatax
LILA;medium_airport;Alessandria Airport;EU;IT;IT-21;Alessandria
LILB;small_airport;Alzate Brianza Airport;EU;IT;IT-25;Como
LILC;small_airport;Calcinate Del Pesce Airport;EU;IT;IT-25;Varese (VA)
LILE;medium_airport;Biella-Cerrione Airport;EU;IT;IT-21;Biella (BI)
LILG;small_airport;Vergiate Airfield;EU;IT;IT-25;Milano
LILH;small_airport;Voghera-Rivanazzano Airport;EU;IT;IT-25;Voghera (PV)
LILI;medium_airport;Vercelli Airport;EU;IT;IT-21;Vercelli
LILM;medium_airport;Casale Monferrato Airport;EU;IT;IT-21;Casale Monferrato
LILN;medium_airport;Varese-Venegono Airport;EU;IT;IT-25;Varese
LILO;small_airport;Sondrio Caiolo Airport;EU;IT;IT-25;Caiolo
LILQ;small_airport;Massa Cinquale Airfield;EU;IT;IT-52;Marina Di Massa (MS)
LILR;small_airport;Cremona-Migliaro Airfield;EU;IT;IT-25;Cremona
LILS;heliport;Clusone Heliport;EU;IT;IT-25;Clusone
LILT;closed;Cerrina;EU;IT;IT-21;
LILV;small_airport;Valbrembo Airport;EU;IT;IT-25;Bergamo (BG)
LILY;seaplane_base;Como (Idroscalo - Water Ad) Hidroport;EU;IT;IT-25;Como (CO)
LIMA;medium_airport;Torino-Aeritalia Airport;EU;IT;IT-21;Torino
LIMB;small_airport;Milano-Bresso Airfield;EU;IT;IT-25;Milano
LIMC;large_airport;Malpensa International Airport;EU;IT;IT-25;Milan
LIME;large_airport;Milan Bergamo Airport;EU;IT;IT-25;Milan
LIMF;large_airport;Turin Airport;EU;IT;IT-21;Torino
LIMG;medium_airport;Villanova D'Albenga International Airport;EU;IT;IT-42;Albenga (SV)
LIMH;heliport;Pian Rosà;EU;IT;IT-23;
LIMJ;large_airport;Genoa Cristoforo Colombo Airport;EU;IT;IT-42;Genova
LIML;large_airport;Milano Linate Airport;EU;IT;IT-25;Milan
LIMN;medium_airport;Cameri Air Base [MIL];EU;IT;IT-21;Cameri (NO)
LIMP;medium_airport;Parma Airport;EU;IT;IT-45;Parma
LIMR;medium_airport;Novi Ligure Airport;EU;IT;IT-21;Novi Ligure
LIMS;medium_airport;Piacenza San Damiano Air Base;EU;IT;IT-45;Piacenza
LIMW;medium_airport;Aosta Airport;EU;IT;IT-23;Aosta
LIMZ;medium_airport;Cuneo International Airport;EU;IT;IT-21;Cuneo
LINF;small_airport;Fermano Airfield;EU;IT;IT-57;Fermo (AP)
LINL;small_airport;Lecce-San Cataldo Airport;EU;IT;IT-75;Lecce
LIPA;medium_airport;Aviano Air Base;EU;IT;IT-36;Aviano (PN)
LIPB;medium_airport;Bolzano Airport;EU;IT;IT-32;Bolzano
LIPC;medium_airport;Cervia Air Base;EU;IT;IT-45;Cervia
LIPD;small_airport;Udine-Campoformido Air Base;EU;IT;IT-36;Udine
LIPE;large_airport;Bologna Guglielmo Marconi Airport;EU;IT;IT-45;Bologna
LIPF;small_airport;Ferrara Airport;EU;IT;IT-45;Ferrara
LIPG;small_airport;Gorizia Duca d'Aosta Airport;EU;IT;IT-36;Gorizia
LIPH;large_airport;Treviso-Sant'Angelo Airport;EU;IT;IT-34;Treviso
LIPI;medium_airport;Rivolto Air Base;EU;IT;IT-36;Codroipo
LIPK;medium_airport;Forlì Airport;EU;IT;IT-45;Forlì (FC)
LIPL;medium_airport;Ghedi Air Base;EU;IT;IT-25;Ghedi
LIPM;small_airport;Modena-Marzaglia Airfield;EU;IT;IT-45;Modena
LIPN;small_airport;Verona-Boscomantico Airfield;EU;IT;IT-34;Verona
LIPO;medium_airport;Brescia Airport;EU;IT;IT-25;Montichiari (BS)
LIPQ;medium_airport;Trieste–Friuli Venezia Giulia Airport;EU;IT;IT-36;Trieste
LIPR;medium_airport;Federico Fellini International Airport;EU;IT;IT-45;Rimini
LIPS;medium_airport;Istrana Air Base;EU;IT;IT-34;Istrana
LIPT;closed;Vicenza Airport;EU;IT;IT-34;Vicenza
LIPU;medium_airport;Padova Airport;EU;IT;IT-34;Padova
LIPV;small_airport;Venice-Lido Airport;EU;IT;IT-34;Venezia
LIPX;large_airport;Verona Villafranca Airport;EU;IT;IT-34;Verona
LIPY;medium_airport;Marche Airport;EU;IT;IT-57;Ancona
LIPZ;large_airport;Venice Marco Polo Airport;EU;IT;IT-34;Venice
LIQB;small_airport;Arezzo Airport;EU;IT;IT-52;Arezzo
LIQG;small_airport;Aviosuperficie Cecina;EU;IT;IT-52;Cecina
LIQL;small_airport;Lucca-Tassignano Airport;EU;IT;IT-52;Lucca
LIQN;small_airport;Rieti Airport;EU;IT;IT-62;Rieti
LIQS;medium_airport;Siena-Ampugnano Airport;EU;IT;IT-52;Siena
LIQW;medium_airport;Sarzana-Luni Air Base;EU;IT;IT-42;Sarzana (SP)
LIRA;large_airport;Ciampino–G. B. Pastine International Airport;EU;IT;IT-62;Rome
LIRB;closed;Vigna di Valle;EU;IT;IT-62;
LIRC;heliport;Centocelle Heliport;EU;IT;IT-62;Rome
LIRE;medium_airport;Pratica Di Mare Air Base;EU;IT;IT-62;Pomezia
LIRF;large_airport;Leonardo da Vinci–Fiumicino Airport;EU;IT;IT-62;Rome
LIRG;medium_airport;Guidonia Air Base;EU;IT;IT-62;Guidonia
LIRH;small_airport;Frosinone Air Base;EU;IT;IT-62;Frosinone
LIRI;medium_airport;Salerno Costa d'Amalfi Airport;EU;IT;IT-72;Salerno
LIRJ;medium_airport;Marina Di Campo Airport;EU;IT;IT-52;Marina  Di Campo
LIRL;medium_airport;Latina Air Base;EU;IT;IT-62;Latina
LIRM;medium_airport;Grazzanise Air Base;EU;IT;IT-72;Caserta
LIRN;large_airport;Naples International Airport;EU;IT;IT-72;Nápoli
LIRP;large_airport;Pisa International Airport;EU;IT;IT-52;Pisa
LIRQ;medium_airport;Peretola Airport;EU;IT;IT-52;Firenze
LIRS;medium_airport;Grosseto Air Base;EU;IT;IT-52;Grosetto
LIRU;medium_airport;Urbe Airport;EU;IT;IT-62;Roma
LIRV;medium_airport;Viterbo Airport;EU;IT;IT-62;Viterbo
LIRZ;medium_airport;Perugia San Francesco d'Assisi – Umbria International Airport;EU;IT;IT-55;Perugia
LIVD;small_airport;Dobbiaco - Toblach;EU;IT;IT-32;Toblach (Dobbiaco) (BZ)
LIVV;small_airport;Aviosuperficie Moncucco;EU;IT;IT-21;Vische (TO)
LJAJ;small_airport;Ajdovščina Airfield;EU;SI;SI-001;Ajdovscina
LJBL;small_airport;Lesce-Bled Airport;EU;SI;SI-003;Bled
LJBO;small_airport;Bovec Airport;EU;SI;SI-006;Bovec
LJCE;medium_airport;Cerklje Airport;EU;SI;SI-009;Cerklje ob Krki
LJCL;small_airport;Letališče Celje;EU;SI;SI-011;Celje
LJDI;small_airport;Divača Airport;EU;SI;SI-019;
LJLJ;large_airport;Ljubljana Jože Pučnik Airport;EU;SI;SI-061;Ljubljana
LJMB;medium_airport;Maribor Airport;EU;SI;SI-070;
LJMS;small_airport;Murska Sobota Airport;EU;SI;SI-080;Murska Sobota
LJNM;small_airport;Novo Mesto Airport;EU;SI;SI-085;Novo mesto
LJPO;small_airport;Postojna Airfield;EU;SI;SI-094;Postojna
LJPT;small_airport;Ptuj Airport;EU;SI;SI-096;
LJPZ;medium_airport;Portorož Airport;EU;SI;SI-090;Portorož
LJSG;small_airport;Slovenj Gradec Airport;EU;SI;SI-112;Slovenc Gradec
LJSK;small_airport;Slovenske Konjice;EU;SI;SI-114;
LJVE;small_airport;Šoštanj Airport;EU;SI;SI-126;Sostanj
LK-0001;small_airport;Iranamadu Airport;AS;LK;LK-4;Kilinochchi
LK-0002;small_airport;Palaviya Airport;AS;LK;LK-6;Puttalam
LKBA;small_airport;Břeclav Airport;EU;CZ;CZ-JM;Břeclav
LKBC;closed;Bechyně Air Base;EU;CZ;CZ-JC;Bechyně
LKBE;small_airport;Benešov Airport;EU;CZ;CZ-ST;Benešov
LKBL;closed;Blátna Airport;EU;CZ;CZ-JC;Blátna
LKBO;small_airport;Bohuňovice Airport;EU;CZ;CZ-OL;Bohuňovice
LKBR;small_airport;Broumov Airport;EU;CZ;CZ-KR;Broumov
LKBU;small_airport;Bubovice Airport;EU;CZ;CZ-ST;Bubovice
LKC;small_airport;Lekana Airport;AF;CG;CG-14;Lekana
LKCB;small_airport;Cheb Airport;EU;CZ;CZ-KA;Cheb
LKCE;small_airport;Česká Lípa Airport;EU;CZ;CZ-LI;Česká Lípa
LKCH;small_airport;Chomutov Airfield;EU;CZ;CZ-US;Chomutov
LKCL;closed;Černovice Air Base;EU;CZ;CZ-JM;Černovice
LKCM;small_airport;Medlánky Airfield;EU;CZ;CZ-JM;Medlánky
LKCO;small_airport;Choceň Airport;EU;CZ;CZ-PA;Choceň
LKCR;small_airport;Chrudim Airport;EU;CZ;CZ-PA;Chrudim
LKCS;small_airport;České Budějovice Airport;EU;CZ;CZ-JC;České Budějovice
LKCT;small_airport;Chotěboř Airport;EU;CZ;CZ-VY;Chotěboř
LKCV;medium_airport;Čáslav Air Base;EU;CZ;CZ-ST;Čáslav
